OO	xdotool Keyname	keycode	New Desc	Type	Subtype	Unicode	XDO Description (orig)
752	kana_WA	0x04dc	Katakana Letter Wa (U+30ef)	Katakana		U+30EF	U+30EF KATAKANA LETTER WA
753	kana_N	0x04dd	Katakana Letter N (U+30f3)	Katakana		U+30F3	U+30F3 KATAKANA LETTER N
754	voicedsound	0x04de	Katakana-Hiragana Voiced Sound Mark (U+309b)	Katakana		U+309B	U+309B KATAKANA-HIRAGANA VOICED SOUND MARK
755	semivoicedsound	0x04df	Katakana-Hiragana Semi-Voiced Sound Mark (U+309c)	Katakana		U+309C	U+309C KATAKANA-HIRAGANA SEMI-VOICED SOUND MARK
756	kana_switch	0xff7e	Alias for mode switch	Korean			Alias for mode_switch
757	Farsi_0	0x10006f0	Extended Arabic-Indic Digit Zero (U+06f0)	Arabic		U+06F0	U+06F0 EXTENDED ARABIC-INDIC DIGIT ZERO
758	Farsi_1	0x10006f1	Extended Arabic-Indic Digit One (U+06f1)	Arabic		U+06F1	U+06F1 EXTENDED ARABIC-INDIC DIGIT ONE
759	Farsi_2	0x10006f2	Extended Arabic-Indic Digit Two (U+06f2)	Arabic		U+06F2	U+06F2 EXTENDED ARABIC-INDIC DIGIT TWO
760	Farsi_3	0x10006f3	Extended Arabic-Indic Digit Three (U+06f3)	Arabic		U+06F3	U+06F3 EXTENDED ARABIC-INDIC DIGIT THREE
761	Farsi_4	0x10006f4	Extended Arabic-Indic Digit Four (U+06f4)	Arabic		U+06F4	U+06F4 EXTENDED ARABIC-INDIC DIGIT FOUR
762	Farsi_5	0x10006f5	Extended Arabic-Indic Digit Five (U+06f5)	Arabic		U+06F5	U+06F5 EXTENDED ARABIC-INDIC DIGIT FIVE
763	Farsi_6	0x10006f6	Extended Arabic-Indic Digit Six (U+06f6)	Arabic		U+06F6	U+06F6 EXTENDED ARABIC-INDIC DIGIT SIX
764	Farsi_7	0x10006f7	Extended Arabic-Indic Digit Seven (U+06f7)	Arabic		U+06F7	U+06F7 EXTENDED ARABIC-INDIC DIGIT SEVEN
765	Farsi_8	0x10006f8	Extended Arabic-Indic Digit Eight (U+06f8)	Arabic		U+06F8	U+06F8 EXTENDED ARABIC-INDIC DIGIT EIGHT
766	Farsi_9	0x10006f9	Extended Arabic-Indic Digit Nine (U+06f9)	Arabic		U+06F9	U+06F9 EXTENDED ARABIC-INDIC DIGIT NINE
767	Arabic_percent	0x100066a	Arabic Percent Sign (U+066a)	Arabic		U+066A	U+066A ARABIC PERCENT SIGN
768	Arabic_superscript_alef	0x1000670	Arabic Letter Superscript Alef (U+0670)	Arabic		U+0670	U+0670 ARABIC LETTER SUPERSCRIPT ALEF
769	Arabic_tteh	0x1000679	Arabic Letter Tteh (U+0679)	Arabic		U+0679	U+0679 ARABIC LETTER TTEH
770	Arabic_peh	0x100067e	Arabic Letter Peh (U+067e)	Arabic		U+067E	U+067E ARABIC LETTER PEH
771	Arabic_tcheh	0x1000686	Arabic Letter Tcheh (U+0686)	Arabic		U+0686	U+0686 ARABIC LETTER TCHEH
772	Arabic_ddal	0x1000688	Arabic Letter Ddal (U+0688)	Arabic		U+0688	U+0688 ARABIC LETTER DDAL
773	Arabic_rreh	0x1000691	Arabic Letter Rreh (U+0691)	Arabic		U+0691	U+0691 ARABIC LETTER RREH
774	Arabic_comma	0x05ac	Arabic Comma (U+060c)	Arabic		U+060C	U+060C ARABIC COMMA
775	Arabic_fullstop	0x10006d4	Arabic Full Stop (U+06d4)	Arabic		U+06D4	U+06D4 ARABIC FULL STOP
776	Arabic_0	0x1000660	Arabic-Indic Digit Zero (U+0660)	Arabic		U+0660	U+0660 ARABIC-INDIC DIGIT ZERO
777	Arabic_1	0x1000661	Arabic-Indic Digit One (U+0661)	Arabic		U+0661	U+0661 ARABIC-INDIC DIGIT ONE
778	Arabic_2	0x1000662	Arabic-Indic Digit Two (U+0662)	Arabic		U+0662	U+0662 ARABIC-INDIC DIGIT TWO
779	Arabic_3	0x1000663	Arabic-Indic Digit Three (U+0663)	Arabic		U+0663	U+0663 ARABIC-INDIC DIGIT THREE
780	Arabic_4	0x1000664	Arabic-Indic Digit Four (U+0664)	Arabic		U+0664	U+0664 ARABIC-INDIC DIGIT FOUR
781	Arabic_5	0x1000665	Arabic-Indic Digit Five (U+0665)	Arabic		U+0665	U+0665 ARABIC-INDIC DIGIT FIVE
782	Arabic_6	0x1000666	Arabic-Indic Digit Six (U+0666)	Arabic		U+0666	U+0666 ARABIC-INDIC DIGIT SIX
783	Arabic_7	0x1000667	Arabic-Indic Digit Seven (U+0667)	Arabic		U+0667	U+0667 ARABIC-INDIC DIGIT SEVEN
784	Arabic_8	0x1000668	Arabic-Indic Digit Eight (U+0668)	Arabic		U+0668	U+0668 ARABIC-INDIC DIGIT EIGHT
785	Arabic_9	0x1000669	Arabic-Indic Digit Nine (U+0669)	Arabic		U+0669	U+0669 ARABIC-INDIC DIGIT NINE
786	Arabic_semicolon	0x05bb	Arabic Semicolon (U+061b)	Arabic		U+061B	U+061B ARABIC SEMICOLON
787	Arabic_question_mark	0x05bf	Arabic Question Mark (U+061f)	Arabic		U+061F	U+061F ARABIC QUESTION MARK
788	Arabic_hamza	0x05c1	Arabic Letter Hamza (U+0621)	Arabic		U+0621	U+0621 ARABIC LETTER HAMZA
789	Arabic_maddaonalef	0x05c2	Arabic Letter Alef With Madda Above (U+0622)	Arabic		U+0622	U+0622 ARABIC LETTER ALEF WITH MADDA ABOVE
790	Arabic_hamzaonalef	0x05c3	Arabic Letter Alef With Hamza Above (U+0623)	Arabic		U+0623	U+0623 ARABIC LETTER ALEF WITH HAMZA ABOVE
791	Arabic_hamzaonwaw	0x05c4	Arabic Letter Waw With Hamza Above (U+0624)	Arabic		U+0624	U+0624 ARABIC LETTER WAW WITH HAMZA ABOVE
792	Arabic_hamzaunderalef	0x05c5	Arabic Letter Alef With Hamza Below (U+0625)	Arabic		U+0625	U+0625 ARABIC LETTER ALEF WITH HAMZA BELOW
793	Arabic_hamzaonyeh	0x05c6	Arabic Letter Yeh With Hamza Above (U+0626)	Arabic		U+0626	U+0626 ARABIC LETTER YEH WITH HAMZA ABOVE
794	Arabic_alef	0x05c7	Arabic Letter Alef (U+0627)	Arabic		U+0627	U+0627 ARABIC LETTER ALEF
795	Arabic_beh	0x05c8	Arabic Letter Beh (U+0628)	Arabic		U+0628	U+0628 ARABIC LETTER BEH
796	Arabic_tehmarbuta	0x05c9	Arabic Letter Teh Marbuta (U+0629)	Arabic		U+0629	U+0629 ARABIC LETTER TEH MARBUTA
797	Arabic_teh	0x05ca	Arabic Letter Teh (U+062a)	Arabic		U+062A	U+062A ARABIC LETTER TEH
798	Arabic_theh	0x05cb	Arabic Letter Theh (U+062b)	Arabic		U+062B	U+062B ARABIC LETTER THEH
799	Arabic_jeem	0x05cc	Arabic Letter Jeem (U+062c)	Arabic		U+062C	U+062C ARABIC LETTER JEEM
800	Arabic_hah	0x05cd	Arabic Letter Hah (U+062d)	Arabic		U+062D	U+062D ARABIC LETTER HAH
801	Arabic_khah	0x05ce	Arabic Letter Khah (U+062e)	Arabic		U+062E	U+062E ARABIC LETTER KHAH
802	Arabic_dal	0x05cf	Arabic Letter Dal (U+062f)	Arabic		U+062F	U+062F ARABIC LETTER DAL
803	Arabic_thal	0x05d0	Arabic Letter Thal (U+0630)	Arabic		U+0630	U+0630 ARABIC LETTER THAL
804	Arabic_ra	0x05d1	Arabic Letter Reh (U+0631)	Arabic		U+0631	U+0631 ARABIC LETTER REH
805	Arabic_zain	0x05d2	Arabic Letter Zain (U+0632)	Arabic		U+0632	U+0632 ARABIC LETTER ZAIN
806	Arabic_seen	0x05d3	Arabic Letter Seen (U+0633)	Arabic		U+0633	U+0633 ARABIC LETTER SEEN
807	Arabic_sheen	0x05d4	Arabic Letter Sheen (U+0634)	Arabic		U+0634	U+0634 ARABIC LETTER SHEEN
808	Arabic_sad	0x05d5	Arabic Letter Sad (U+0635)	Arabic		U+0635	U+0635 ARABIC LETTER SAD
809	Arabic_dad	0x05d6	Arabic Letter Dad (U+0636)	Arabic		U+0636	U+0636 ARABIC LETTER DAD
810	Arabic_tah	0x05d7	Arabic Letter Tah (U+0637)	Arabic		U+0637	U+0637 ARABIC LETTER TAH
811	Arabic_zah	0x05d8	Arabic Letter Zah (U+0638)	Arabic		U+0638	U+0638 ARABIC LETTER ZAH
812	Arabic_ain	0x05d9	Arabic Letter Ain (U+0639)	Arabic		U+0639	U+0639 ARABIC LETTER AIN
813	Arabic_ghain	0x05da	Arabic Letter Ghain (U+063a)	Arabic		U+063A	U+063A ARABIC LETTER GHAIN
814	Arabic_tatweel	0x05e0	Arabic Tatweel (U+0640)	Arabic		U+0640	U+0640 ARABIC TATWEEL
815	Arabic_feh	0x05e1	Arabic Letter Feh (U+0641)	Arabic		U+0641	U+0641 ARABIC LETTER FEH
816	Arabic_qaf	0x05e2	Arabic Letter Qaf (U+0642)	Arabic		U+0642	U+0642 ARABIC LETTER QAF
817	Arabic_kaf	0x05e3	Arabic Letter Kaf (U+0643)	Arabic		U+0643	U+0643 ARABIC LETTER KAF
818	Arabic_lam	0x05e4	Arabic Letter Lam (U+0644)	Arabic		U+0644	U+0644 ARABIC LETTER LAM
819	Arabic_meem	0x05e5	Arabic Letter Meem (U+0645)	Arabic		U+0645	U+0645 ARABIC LETTER MEEM
820	Arabic_noon	0x05e6	Arabic Letter Noon (U+0646)	Arabic		U+0646	U+0646 ARABIC LETTER NOON
821	Arabic_ha	0x05e7	Arabic Letter Heh (U+0647)	Arabic		U+0647	U+0647 ARABIC LETTER HEH
822	Arabic_heh	0x05e7	deprecated	Arabic		U+0647	deprecated
823	Arabic_waw	0x05e8	Arabic Letter Waw (U+0648)	Arabic		U+0648	U+0648 ARABIC LETTER WAW
824	Arabic_alefmaksura	0x05e9	Arabic Letter Alef Maksura (U+0649)	Arabic		U+0649	U+0649 ARABIC LETTER ALEF MAKSURA
825	Arabic_yeh	0x05ea	Arabic Letter Yeh (U+064a)	Arabic		U+064A	U+064A ARABIC LETTER YEH
826	Arabic_fathatan	0x05eb	Arabic Fathatan (U+064b)	Arabic		U+064B	U+064B ARABIC FATHATAN
827	Arabic_dammatan	0x05ec	Arabic Dammatan (U+064c)	Arabic		U+064C	U+064C ARABIC DAMMATAN
828	Arabic_kasratan	0x05ed	Arabic Kasratan (U+064d)	Arabic		U+064D	U+064D ARABIC KASRATAN
829	Arabic_fatha	0x05ee	Arabic Fatha (U+064e)	Arabic		U+064E	U+064E ARABIC FATHA
830	Arabic_damma	0x05ef	Arabic Damma (U+064f)	Arabic		U+064F	U+064F ARABIC DAMMA
831	Arabic_kasra	0x05f0	Arabic Kasra (U+0650)	Arabic		U+0650	U+0650 ARABIC KASRA
832	Arabic_shadda	0x05f1	Arabic Shadda (U+0651)	Arabic		U+0651	U+0651 ARABIC SHADDA
833	Arabic_sukun	0x05f2	Arabic Sukun (U+0652)	Arabic		U+0652	U+0652 ARABIC SUKUN
834	Arabic_madda_above	0x1000653	Arabic Maddah Above (U+0653)	Arabic		U+0653	U+0653 ARABIC MADDAH ABOVE
835	Arabic_hamza_above	0x1000654	Arabic Hamza Above (U+0654)	Arabic		U+0654	U+0654 ARABIC HAMZA ABOVE
836	Arabic_hamza_below	0x1000655	Arabic Hamza Below (U+0655)	Arabic		U+0655	U+0655 ARABIC HAMZA BELOW
837	Arabic_jeh	0x1000698	Arabic Letter Jeh (U+0698)	Arabic		U+0698	U+0698 ARABIC LETTER JEH
838	Arabic_veh	0x10006a4	Arabic Letter Veh (U+06a4)	Arabic		U+06A4	U+06A4 ARABIC LETTER VEH
839	Arabic_keheh	0x10006a9	Arabic Letter Keheh (U+06a9)	Arabic		U+06A9	U+06A9 ARABIC LETTER KEHEH
840	Arabic_gaf	0x10006af	Arabic Letter Gaf (U+06af)	Arabic		U+06AF	U+06AF ARABIC LETTER GAF
841	Arabic_noon_ghunna	0x10006ba	Arabic Letter Noon Ghunna (U+06ba)	Arabic		U+06BA	U+06BA ARABIC LETTER NOON GHUNNA
842	Arabic_heh_doachashmee	0x10006be	Arabic Letter Heh Doachashmee (U+06be)	Arabic		U+06BE	U+06BE ARABIC LETTER HEH DOACHASHMEE
843	Farsi_yeh	0x10006cc	Arabic Letter Farsi Yeh (U+06cc)	Arabic		U+06CC	U+06CC ARABIC LETTER FARSI YEH
844	Arabic_farsi_yeh	0x10006cc	Arabic Letter Farsi Yeh (U+06cc)	Arabic		U+06CC	U+06CC ARABIC LETTER FARSI YEH
845	Arabic_yeh_baree	0x10006d2	Arabic Letter Yeh Barree (U+06d2)	Arabic		U+06D2	U+06D2 ARABIC LETTER YEH BARREE
846	Arabic_heh_goal	0x10006c1	Arabic Letter Heh Goal (U+06c1)	Arabic		U+06C1	U+06C1 ARABIC LETTER HEH GOAL
847	Arabic_switch	0xff7e	Alias for mode switch	Korean			Alias for mode_switch
848	Cyrillic_GHE_bar	0x1000492	Cyrillic Capital Letter Ghe With Stroke (U+0492)	Cyrillic		U+0492	U+0492 CYRILLIC CAPITAL LETTER GHE WITH STROKE
849	Cyrillic_ghe_bar	0x1000493	Cyrillic Small Letter Ghe With Stroke (U+0493)	Cyrillic		U+0493	U+0493 CYRILLIC SMALL LETTER GHE WITH STROKE
850	Cyrillic_ZHE_descender	0x1000496	Cyrillic Capital Letter Zhe With Descender (U+0496)	Cyrillic		U+0496	U+0496 CYRILLIC CAPITAL LETTER ZHE WITH DESCENDER
851	Cyrillic_zhe_descender	0x1000497	Cyrillic Small Letter Zhe With Descender (U+0497)	Cyrillic		U+0497	U+0497 CYRILLIC SMALL LETTER ZHE WITH DESCENDER
852	Cyrillic_KA_descender	0x100049a	Cyrillic Capital Letter Ka With Descender (U+049a)	Cyrillic		U+049A	U+049A CYRILLIC CAPITAL LETTER KA WITH DESCENDER
853	Cyrillic_ka_descender	0x100049b	Cyrillic Small Letter Ka With Descender (U+049b)	Cyrillic		U+049B	U+049B CYRILLIC SMALL LETTER KA WITH DESCENDER
854	Cyrillic_KA_vertstroke	0x100049c	Cyrillic Capital Letter Ka With Vertical Stroke (U+049c)	Cyrillic		U+049C	U+049C CYRILLIC CAPITAL LETTER KA WITH VERTICAL STROKE
855	Cyrillic_ka_vertstroke	0x100049d	Cyrillic Small Letter Ka With Vertical Stroke (U+049d)	Cyrillic		U+049D	U+049D CYRILLIC SMALL LETTER KA WITH VERTICAL STROKE
856	Cyrillic_EN_descender	0x10004a2	Cyrillic Capital Letter En With Descender (U+04a2)	Cyrillic		U+04A2	U+04A2 CYRILLIC CAPITAL LETTER EN WITH DESCENDER
857	Cyrillic_en_descender	0x10004a3	Cyrillic Small Letter En With Descender (U+04a3)	Cyrillic		U+04A3	U+04A3 CYRILLIC SMALL LETTER EN WITH DESCENDER
858	Cyrillic_U_straight	0x10004ae	Cyrillic Capital Letter Straight U (U+04ae)	Cyrillic		U+04AE	U+04AE CYRILLIC CAPITAL LETTER STRAIGHT U
859	Cyrillic_u_straight	0x10004af	Cyrillic Small Letter Straight U (U+04af)	Cyrillic		U+04AF	U+04AF CYRILLIC SMALL LETTER STRAIGHT U
860	Cyrillic_U_straight_bar	0x10004b0	Cyrillic Capital Letter Straight U With Stroke (U+04b0)	Cyrillic		U+04B0	U+04B0 CYRILLIC CAPITAL LETTER STRAIGHT U WITH STROKE
861	Cyrillic_u_straight_bar	0x10004b1	Cyrillic Small Letter Straight U With Stroke (U+04b1)	Cyrillic		U+04B1	U+04B1 CYRILLIC SMALL LETTER STRAIGHT U WITH STROKE
862	Cyrillic_HA_descender	0x10004b2	Cyrillic Capital Letter Ha With Descender (U+04b2)	Cyrillic		U+04B2	U+04B2 CYRILLIC CAPITAL LETTER HA WITH DESCENDER
863	Cyrillic_ha_descender	0x10004b3	Cyrillic Small Letter Ha With Descender (U+04b3)	Cyrillic		U+04B3	U+04B3 CYRILLIC SMALL LETTER HA WITH DESCENDER
864	Cyrillic_CHE_descender	0x10004b6	Cyrillic Capital Letter Che With Descender (U+04b6)	Cyrillic		U+04B6	U+04B6 CYRILLIC CAPITAL LETTER CHE WITH DESCENDER
865	Cyrillic_che_descender	0x10004b7	Cyrillic Small Letter Che With Descender (U+04b7)	Cyrillic		U+04B7	U+04B7 CYRILLIC SMALL LETTER CHE WITH DESCENDER
866	Cyrillic_CHE_vertstroke	0x10004b8	Cyrillic Capital Letter Che With Vertical Stroke (U+04b8)	Cyrillic		U+04B8	U+04B8 CYRILLIC CAPITAL LETTER CHE WITH VERTICAL STROKE
867	Cyrillic_che_vertstroke	0x10004b9	Cyrillic Small Letter Che With Vertical Stroke (U+04b9)	Cyrillic		U+04B9	U+04B9 CYRILLIC SMALL LETTER CHE WITH VERTICAL STROKE
868	Cyrillic_SHHA	0x10004ba	Cyrillic Capital Letter Shha (U+04ba)	Cyrillic		U+04BA	U+04BA CYRILLIC CAPITAL LETTER SHHA
869	Cyrillic_shha	0x10004bb	Cyrillic Small Letter Shha (U+04bb)	Cyrillic		U+04BB	U+04BB CYRILLIC SMALL LETTER SHHA
870	Cyrillic_SCHWA	0x10004d8	Cyrillic Capital Letter Schwa (U+04d8)	Cyrillic		U+04D8	U+04D8 CYRILLIC CAPITAL LETTER SCHWA
871	Cyrillic_schwa	0x10004d9	Cyrillic Small Letter Schwa (U+04d9)	Cyrillic		U+04D9	U+04D9 CYRILLIC SMALL LETTER SCHWA
872	Cyrillic_I_macron	0x10004e2	Cyrillic Capital Letter I With Macron (U+04e2)	Cyrillic		U+04E2	U+04E2 CYRILLIC CAPITAL LETTER I WITH MACRON
873	Cyrillic_i_macron	0x10004e3	Cyrillic Small Letter I With Macron (U+04e3)	Cyrillic		U+04E3	U+04E3 CYRILLIC SMALL LETTER I WITH MACRON
874	Cyrillic_O_bar	0x10004e8	Cyrillic Capital Letter Barred O (U+04e8)	Cyrillic		U+04E8	U+04E8 CYRILLIC CAPITAL LETTER BARRED O
875	Cyrillic_o_bar	0x10004e9	Cyrillic Small Letter Barred O (U+04e9)	Cyrillic		U+04E9	U+04E9 CYRILLIC SMALL LETTER BARRED O
876	Cyrillic_U_macron	0x10004ee	Cyrillic Capital Letter U With Macron (U+04ee)	Cyrillic		U+04EE	U+04EE CYRILLIC CAPITAL LETTER U WITH MACRON
877	Cyrillic_u_macron	0x10004ef	Cyrillic Small Letter U With Macron (U+04ef)	Cyrillic		U+04EF	U+04EF CYRILLIC SMALL LETTER U WITH MACRON
878	Serbian_dje	0x06a1	Cyrillic Small Letter Dje (U+0452)	Cyrillic		U+0452	U+0452 CYRILLIC SMALL LETTER DJE
879	Macedonia_gje	0x06a2	Cyrillic Small Letter Gje (U+0453)	Cyrillic		U+0453	U+0453 CYRILLIC SMALL LETTER GJE
880	Cyrillic_io	0x06a3	Cyrillic Small Letter Io (U+0451)	Cyrillic		U+0451	U+0451 CYRILLIC SMALL LETTER IO
881	Ukrainian_ie	0x06a4	Cyrillic Small Letter Ukrainian Ie (U+0454)	Cyrillic		U+0454	U+0454 CYRILLIC SMALL LETTER UKRAINIAN IE
882	Ukranian_je	0x06a4	deprecated	Cyrillic		U+0454	deprecated
883	Macedonia_dse	0x06a5	Cyrillic Small Letter Dze (U+0455)	Cyrillic		U+0455	U+0455 CYRILLIC SMALL LETTER DZE
884	Ukrainian_i	0x06a6	Cyrillic Small Letter Byelorussian-Ukrainian I (U+0456)	Cyrillic		U+0456	U+0456 CYRILLIC SMALL LETTER BYELORUSSIAN-UKRAINIAN I
885	Ukranian_i	0x06a6	deprecated	Cyrillic		U+0456	deprecated
886	Ukrainian_yi	0x06a7	Cyrillic Small Letter Yi (U+0457)	Cyrillic		U+0457	U+0457 CYRILLIC SMALL LETTER YI
887	Ukranian_yi	0x06a7	deprecated	Cyrillic		U+0457	deprecated
888	Cyrillic_je	0x06a8	Cyrillic Small Letter Je (U+0458)	Cyrillic		U+0458	U+0458 CYRILLIC SMALL LETTER JE
889	Serbian_je	0x06a8	deprecated	Cyrillic		U+0458	deprecated
890	Cyrillic_lje	0x06a9	Cyrillic Small Letter Lje (U+0459)	Cyrillic		U+0459	U+0459 CYRILLIC SMALL LETTER LJE
891	Serbian_lje	0x06a9	deprecated	Cyrillic		U+0459	deprecated
892	Cyrillic_nje	0x06aa	Cyrillic Small Letter Nje (U+045a)	Cyrillic		U+045A	U+045A CYRILLIC SMALL LETTER NJE
893	Serbian_nje	0x06aa	deprecated	Cyrillic		U+045A	deprecated
894	Serbian_tshe	0x06ab	Cyrillic Small Letter Tshe (U+045b)	Cyrillic		U+045B	U+045B CYRILLIC SMALL LETTER TSHE
895	Macedonia_kje	0x06ac	Cyrillic Small Letter Kje (U+045c)	Cyrillic		U+045C	U+045C CYRILLIC SMALL LETTER KJE
896	Ukrainian_ghe_with_upturn	0x06ad	Cyrillic Small Letter Ghe With Upturn (U+0491)	Cyrillic		U+0491	U+0491 CYRILLIC SMALL LETTER GHE WITH UPTURN
897	Byelorussian_shortu	0x06ae	Cyrillic Small Letter Short U (U+045e)	Cyrillic		U+045E	U+045E CYRILLIC SMALL LETTER SHORT U
898	Cyrillic_dzhe	0x06af	Cyrillic Small Letter Dzhe (U+045f)	Cyrillic		U+045F	U+045F CYRILLIC SMALL LETTER DZHE
899	Serbian_dze	0x06af	deprecated	Cyrillic		U+045F	deprecated
900	numerosign	0x06b0	Numero Sign (U+2116)	Cyrillic		U+2116	U+2116 NUMERO SIGN
901	Serbian_DJE	0x06b1	Cyrillic Capital Letter Dje (U+0402)	Cyrillic		U+0402	U+0402 CYRILLIC CAPITAL LETTER DJE
902	Macedonia_GJE	0x06b2	Cyrillic Capital Letter Gje (U+0403)	Cyrillic		U+0403	U+0403 CYRILLIC CAPITAL LETTER GJE
903	Cyrillic_IO	0x06b3	Cyrillic Capital Letter Io (U+0401)	Cyrillic		U+0401	U+0401 CYRILLIC CAPITAL LETTER IO
904	Ukrainian_IE	0x06b4	Cyrillic Capital Letter Ukrainian Ie (U+0404)	Cyrillic		U+0404	U+0404 CYRILLIC CAPITAL LETTER UKRAINIAN IE
905	Ukranian_JE	0x06b4	deprecated	Cyrillic		U+0404	deprecated
906	Macedonia_DSE	0x06b5	Cyrillic Capital Letter Dze (U+0405)	Cyrillic		U+0405	U+0405 CYRILLIC CAPITAL LETTER DZE
907	Ukrainian_I	0x06b6	Cyrillic Capital Letter Byelorussian-Ukrainian I (U+0406)	Cyrillic		U+0406	U+0406 CYRILLIC CAPITAL LETTER BYELORUSSIAN-UKRAINIAN I
908	Ukranian_I	0x06b6	deprecated	Cyrillic		U+0406	deprecated
909	Ukrainian_YI	0x06b7	Cyrillic Capital Letter Yi (U+0407)	Cyrillic		U+0407	U+0407 CYRILLIC CAPITAL LETTER YI
910	Ukranian_YI	0x06b7	deprecated	Cyrillic		U+0407	deprecated
911	Cyrillic_JE	0x06b8	Cyrillic Capital Letter Je (U+0408)	Cyrillic		U+0408	U+0408 CYRILLIC CAPITAL LETTER JE
912	Serbian_JE	0x06b8	deprecated	Cyrillic		U+0408	deprecated
913	Cyrillic_LJE	0x06b9	Cyrillic Capital Letter Lje (U+0409)	Cyrillic		U+0409	U+0409 CYRILLIC CAPITAL LETTER LJE
914	Serbian_LJE	0x06b9	deprecated	Cyrillic		U+0409	deprecated
915	Cyrillic_NJE	0x06ba	Cyrillic Capital Letter Nje (U+040a)	Cyrillic		U+040A	U+040A CYRILLIC CAPITAL LETTER NJE
916	Serbian_NJE	0x06ba	deprecated	Cyrillic		U+040A	deprecated
917	Serbian_TSHE	0x06bb	Cyrillic Capital Letter Tshe (U+040b)	Cyrillic		U+040B	U+040B CYRILLIC CAPITAL LETTER TSHE
918	Macedonia_KJE	0x06bc	Cyrillic Capital Letter Kje (U+040c)	Cyrillic		U+040C	U+040C CYRILLIC CAPITAL LETTER KJE
919	Ukrainian_GHE_WITH_UPTURN	0x06bd	Cyrillic Capital Letter Ghe With Upturn (U+0490)	Cyrillic		U+0490	U+0490 CYRILLIC CAPITAL LETTER GHE WITH UPTURN
920	Byelorussian_SHORTU	0x06be	Cyrillic Capital Letter Short U (U+040e)	Cyrillic		U+040E	U+040E CYRILLIC CAPITAL LETTER SHORT U
921	Cyrillic_DZHE	0x06bf	Cyrillic Capital Letter Dzhe (U+040f)	Cyrillic		U+040F	U+040F CYRILLIC CAPITAL LETTER DZHE
922	Serbian_DZE	0x06bf	deprecated	Cyrillic		U+040F	deprecated
923	Cyrillic_yu	0x06c0	Cyrillic Small Letter Yu (U+044e)	Cyrillic		U+044E	U+044E CYRILLIC SMALL LETTER YU
924	Cyrillic_a	0x06c1	Cyrillic Small Letter A (U+0430)	Cyrillic		U+0430	U+0430 CYRILLIC SMALL LETTER A
925	Cyrillic_be	0x06c2	Cyrillic Small Letter Be (U+0431)	Cyrillic		U+0431	U+0431 CYRILLIC SMALL LETTER BE
926	Cyrillic_tse	0x06c3	Cyrillic Small Letter Tse (U+0446)	Cyrillic		U+0446	U+0446 CYRILLIC SMALL LETTER TSE
927	Cyrillic_de	0x06c4	Cyrillic Small Letter De (U+0434)	Cyrillic		U+0434	U+0434 CYRILLIC SMALL LETTER DE
928	Cyrillic_ie	0x06c5	Cyrillic Small Letter Ie (U+0435)	Cyrillic		U+0435	U+0435 CYRILLIC SMALL LETTER IE
929	Cyrillic_ef	0x06c6	Cyrillic Small Letter Ef (U+0444)	Cyrillic		U+0444	U+0444 CYRILLIC SMALL LETTER EF
930	Cyrillic_ghe	0x06c7	Cyrillic Small Letter Ghe (U+0433)	Cyrillic		U+0433	U+0433 CYRILLIC SMALL LETTER GHE
931	Cyrillic_ha	0x06c8	Cyrillic Small Letter Ha (U+0445)	Cyrillic		U+0445	U+0445 CYRILLIC SMALL LETTER HA
932	Cyrillic_i	0x06c9	Cyrillic Small Letter I (U+0438)	Cyrillic		U+0438	U+0438 CYRILLIC SMALL LETTER I
933	Cyrillic_shorti	0x06ca	Cyrillic Small Letter Short I (U+0439)	Cyrillic		U+0439	U+0439 CYRILLIC SMALL LETTER SHORT I
934	Cyrillic_ka	0x06cb	Cyrillic Small Letter Ka (U+043a)	Cyrillic		U+043A	U+043A CYRILLIC SMALL LETTER KA
935	Cyrillic_el	0x06cc	Cyrillic Small Letter El (U+043b)	Cyrillic		U+043B	U+043B CYRILLIC SMALL LETTER EL
936	Cyrillic_em	0x06cd	Cyrillic Small Letter Em (U+043c)	Cyrillic		U+043C	U+043C CYRILLIC SMALL LETTER EM
937	Cyrillic_en	0x06ce	Cyrillic Small Letter En (U+043d)	Cyrillic		U+043D	U+043D CYRILLIC SMALL LETTER EN
938	Cyrillic_o	0x06cf	Cyrillic Small Letter O (U+043e)	Cyrillic		U+043E	U+043E CYRILLIC SMALL LETTER O
939	Cyrillic_pe	0x06d0	Cyrillic Small Letter Pe (U+043f)	Cyrillic		U+043F	U+043F CYRILLIC SMALL LETTER PE
940	Cyrillic_ya	0x06d1	Cyrillic Small Letter Ya (U+044f)	Cyrillic		U+044F	U+044F CYRILLIC SMALL LETTER YA
941	Cyrillic_er	0x06d2	Cyrillic Small Letter Er (U+0440)	Cyrillic		U+0440	U+0440 CYRILLIC SMALL LETTER ER
942	Cyrillic_es	0x06d3	Cyrillic Small Letter Es (U+0441)	Cyrillic		U+0441	U+0441 CYRILLIC SMALL LETTER ES
943	Cyrillic_te	0x06d4	Cyrillic Small Letter Te (U+0442)	Cyrillic		U+0442	U+0442 CYRILLIC SMALL LETTER TE
944	Cyrillic_u	0x06d5	Cyrillic Small Letter U (U+0443)	Cyrillic		U+0443	U+0443 CYRILLIC SMALL LETTER U
945	Cyrillic_zhe	0x06d6	Cyrillic Small Letter Zhe (U+0436)	Cyrillic		U+0436	U+0436 CYRILLIC SMALL LETTER ZHE
